Dataset,FileName,text,label2a,Starting,Ending
Common Voice,common_voice_en_64549,Typical American that can keep his mouth shut.,1,,
Common Voice,common_voice_en_17250595,Do you think so?,0,,
Common Voice,common_voice_en_19606290,"Bellwoods was demographically a mainly working class district, with a significant immigrant population.",0,,
Common Voice,common_voice_en_39051,A lady amidst a crowd wearing a silly hat in a foreign fair,0,,
Common Voice,common_voice_en_543405,"If you lie down with dogs, you'll get up with fleas.",0,,
Common Voice,common_voice_en_17790309,"You're not psychotic, you just wish you were?",1,,
Common Voice,common_voice_en_16521723,"However I am dressed, I shall still be Sancho Panza.",0,,
Common Voice,common_voice_en_19244447,No doubt this is a shock to you.,0,,
Common Voice,common_voice_en_606301,"He has done so much ghostwriting that he starts to feel like a ghost, too.",0,,
Common Voice,common_voice_en_20205006,"Japanese magazine ""Famitsu"" notably gave the game a delayed and highly critical review.",0,,
Common Voice,common_voice_en_22248114,"Girls' High School and Later College of Home Economics, Azimpur, Dhaka.",0,,
Common Voice,common_voice_en_19230954,"Because of this sacrifice, they now have the Northern Cheyenne Indian Reservation.",0,,
Common Voice,common_voice_en_593446,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
Common Voice,common_voice_en_644368,I didn't have time to get some stylish underwear.,0,,
Common Voice,common_voice_en_41944,Never mind what desk!,0,,
Common Voice,common_voice_en_20721392,Stanfold is located north of the center of Barron County.,0,,
Common Voice,common_voice_en_17687462,Why can't I skip this damn intro?,1,,
Common Voice,common_voice_en_17779096,Beggars can't be choosers.,0,,
Common Voice,common_voice_en_19313972,Pumps may have an ankle strap.,0,,
Common Voice,common_voice_en_22118325,Speakers of Bashkir mostly live in the Russian republic of Bashkortostan.,0,,
Common Voice,common_voice_en_20229807,This is a major question in monetary reform.,0,,
Common Voice,common_voice_en_543976,Why don't you shut up!,1,,
Common Voice,common_voice_en_631526,He had to spit some tobacco out of his mouth.,0,,
Common Voice,common_voice_en_17282110,"""What a load of trash"", Sarah opined.",1,,
Common Voice,common_voice_en_554791,"If I'm on the march, I just concentrate on marching.",0,,
Common Voice,common_voice_en_20715976,Sean Collins and sons bar offers old style charm and great food every day.,0,,
Common Voice,common_voice_en_133693,You're worth more dead than alive.,1,,
Common Voice,common_voice_en_17863879,To reach the end he needs much courage.,0,,
Common Voice,common_voice_en_18087243,Let's hope you don't have to vomit.,0,,
Common Voice,common_voice_en_17727885,"Security, kick this guy out!",1,,
Common Voice,common_voice_en_17331164,To be the cock in the basket to be cock of the company.,0,,
Common Voice,common_voice_en_297896,Don't be a pessimist!,1,,
Common Voice,common_voice_en_18496301,"How old are you, mother.",0,,
Common Voice,common_voice_en_581428,Find someone who tolerates your unique brand of lunacy.,1,,
Common Voice,common_voice_en_548727,Maybe he really is a fool.,1,,
Common Voice,common_voice_en_23794354,"Using his characteristic Socratic method, Socrates makes Meletus to seem an inarticulate fool.",1,,
Common Voice,common_voice_en_613405,We've been taken for a lot of suckers!,0,,
Common Voice,common_voice_en_137167,Bathe and relax in the cool green grass.,0,,
Common Voice,common_voice_en_622381,He drew on the back of his jacket with a blue fountain pen.,0,,
Common Voice,common_voice_en_12566122,"Nora finds herself ugly, because she has pimples.",0,,
Common Voice,common_voice_en_23737509,It is located around three miles southeast of the town of Dartford.,0,,
Common Voice,common_voice_en_52523,He had to spit some tobacco out of his mouth.,0,,
Common Voice,common_voice_en_18542939,So now we come back to our pot of cold cream.,0,,
Common Voice,common_voice_en_216940,Typical American that can keep his mouth shut.,1,,
Common Voice,common_voice_en_17262475,"They're silly, their buckets are over there behind mine.",1,,
Common Voice,common_voice_en_17424,I'll kill both of them!,1,,
Common Voice,common_voice_en_18043529,It's wicked how Lara neglects her pussy cat.,0,,
Common Voice,common_voice_en_580600,Maybe he'll give us one.,0,,
Common Voice,common_voice_en_17283915,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
Common Voice,common_voice_en_17871552,The music played on while they talked.,0,,
Common Voice,common_voice_en_18480202,"In fact, you will be killing two birds with one stone, sir.",0,,
Common Voice,common_voice_en_17872577,What's in it for me?,0,,
Common Voice,common_voice_en_19562564,There is also a Park Store operated by Western National Parks Association.,0,,
Common Voice,common_voice_en_197562,You're far too valuable!,0,,
Common Voice,common_voice_en_22458518,The kids will say it's just a stupid lie.,1,,
Common Voice,common_voice_en_18757675,The parish of Combe Hay was part of the Wellow Hundred.,0,,
Common Voice,common_voice_en_32220,Wasting my time listening to this mad hatter.,1,,
Common Voice,common_voice_en_17331596,"The more you stir, the more it stinks.",0,,
Common Voice,common_voice_en_2943022,Quit whining!,1,,
Common Voice,common_voice_en_18416974,You are a silly young geezer.,1,,
Common Voice,common_voice_en_91513,That's what alchemists do.,0,,
Common Voice,common_voice_en_626208,Maybe he really is a fool.,1,,
Common Voice,common_voice_en_618600,She's a feisty little ferret.,0,,
Common Voice,common_voice_en_645384,That insane android continues to ignore me.,1,,
Common Voice,common_voice_en_17275700,Why can't I skip this damn intro?,1,,
Common Voice,common_voice_en_13813740,"You know her better, so you should do it.",0,,
Common Voice,common_voice_en_18145047,You have to crawl before you walk.,0,,
Common Voice,common_voice_en_17292185,"Trample the spark, else the flames will spread.",0,,
Common Voice,common_voice_en_23355284,"His last concert was in Kiev, his birthplace.",0,,
Common Voice,common_voice_en_17733800,A single little word can strike him down.,0,,
Common Voice,common_voice_en_64283,"""What a load of trash"", Sarah opined.",1,,
Common Voice,common_voice_en_155215,"Television can make you dumb, but it can also be good education.",0,,
Common Voice,common_voice_en_22730166,This led to many songtexts for the same melodies.,0,,
Common Voice,common_voice_en_20669588,The arsenal has been redeveloped as work and sales space for artists and artisans.,0,,
Common Voice,common_voice_en_18841030,The derivative of a tempered distribution is again a tempered distribution.,0,,
Common Voice,common_voice_en_21303429,Nineteen incumbent Democrats retired.,0,,
Common Voice,common_voice_en_19504768,"It is located on the Maroondah Highway, in the Shire of Mansfield.",0,,
Common Voice,common_voice_en_22177314,Georgetown is arguably the oldest neighborhood of Seattle.,0,,
Common Voice,common_voice_en_175124,My children are all scoundrels.,1,,
Common Voice,common_voice_en_661278,You point to a trail of ants leading into the house.,0,,
Common Voice,common_voice_en_19185026,An underground music project is currently in the pipeline.,0,,
Common Voice,common_voice_en_125740,He's insane or drunk or something.,1,,
Common Voice,common_voice_en_17147760,There's a group of unruly teens bumming around in your garden.,1,,
Common Voice,common_voice_en_22149122,Indo-Fijian women were also raped.,0,,
Common Voice,common_voice_en_20150475,She was the last representative of the line of Masovian-Piast.,0,,
Common Voice,common_voice_en_18300998,We are the proud parents of three children.,0,,
Common Voice,common_voice_en_630913,"After that foul, the whole stadium was yelling angry things.",0,,
Common Voice,common_voice_en_22384888,He was a founder and the first chairman of the liberal Air America Radio.,0,,
Common Voice,common_voice_en_107448,You killed all three of them for nothing.,0,,
Common Voice,common_voice_en_22385046,He played in the centre back position.,0,,
Common Voice,common_voice_en_19248856,I think you are worse than a coward.,1,,
Common Voice,common_voice_en_17147753,"Alice, who the fuck is Bob?",1,,
Common Voice,common_voice_en_18080851,Fresh as a daisy.,0,,
Common Voice,common_voice_en_17258290,"Those women are all card sharks, don't be fooled.",1,,
Common Voice,common_voice_en_18686431,All federal trust lands held for Native American tribes is Indian country.,0,,
Common Voice,common_voice_en_121838,It would kill you.,0,,
Common Voice,common_voice_en_101678,"The snake fought frantically, making hissing sounds that shattered the silence of the desert.",0,,
Common Voice,common_voice_en_20767552,Natural gas can be indirectly exported through the absorption in other physical output.,0,,
Common Voice,common_voice_en_17618906,"Yesterday, he went to an STD clinic to test for herpes.",0,,
Common Voice,common_voice_en_194775,"They blow across the world without a birthplace, and with no place to die.",0,,
Common Voice,common_voice_en_10586923,What a dreadful rash you have on your legs!,0,,
Common Voice,common_voice_en_21114444,The interior was probably completed a couple of years later.,0,,
Common Voice,common_voice_en_595537,The boy spent a sleepless night.,0,,
Common Voice,common_voice_en_17353810,"Penny wise, pound foolish.",1,,
Common Voice,common_voice_en_17777081,"Jeez, you look stoned!",1,,
Common Voice,common_voice_en_216215,Her low self-esteem is pathetic.,1,,
Common Voice,common_voice_en_477308,Her jeans have holes in them.,0,,
Common Voice,common_voice_en_17932257,Stop whistling and watch the boys march.,0,,
Common Voice,common_voice_en_19720623,"For example, temporary fencing was not adequate for animal control.",0,,
Common Voice,common_voice_en_17899358,Don't go off half-cocked.,0,,
Common Voice,common_voice_en_599290,"And, for wise men, gold is the metal that evolved the furthest.",0,,
Common Voice,common_voice_en_18331018,They die out of spite.,0,,
Common Voice,common_voice_en_10387782,You are so rude!,1,,
Common Voice,common_voice_en_36225,We've got the biggest story in the world.,0,,
Common Voice,common_voice_en_18745085,This is it: stop making them unhappy and useless.,0,,
Common Voice,common_voice_en_2221,"I thought that someday I'd be rich, and could go to Mecca.",0,,
Common Voice,common_voice_en_17287383,We are obligated to continue until twenty-twenty-one.,0,,
Common Voice,common_voice_en_17808644,You are so rude!,1,,
Common Voice,common_voice_en_17269857,"Don't knock on death's door, ring the doorbell and run.",0,,
Common Voice,common_voice_en_121867,I thought that was Peter Parker.,0,,
Common Voice,common_voice_en_126881,"I thought about whether we should find coins and models in it, and so on.",0,,
Common Voice,common_voice_en_21619684,This is a violation of international law.,0,,
Common Voice,common_voice_en_660982,"A man wearing a suit, hat, and nametag is standing next to an open door.",0,,
Common Voice,common_voice_en_18521342,"You are positively soulless, he said savagely.",1,,
Common Voice,common_voice_en_17993527,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_170483,Her jeans have holes in them.,0,,
Common Voice,common_voice_en_18838533,Were you a freak?,1,,
Common Voice,common_voice_en_563186,It all happened rather suddenly.,0,,
Common Voice,common_voice_en_393344,Don't be so silly!,1,,
Common Voice,common_voice_en_17457789,Don't blow your own trumpet.,0,,
Common Voice,common_voice_en_18936100,At dusk she opened fire on another suicide plane diving at a highspeed transport.,0,,
Common Voice,common_voice_en_17742526,Better be ignorant than obstinate.,0,,
Common Voice,common_voice_en_656377,You wouldn't want to kill anybody.,0,,
Common Voice,common_voice_en_18876661,The British High Command was impressed by Monash's abilities and enthusiasm.,0,,
Common Voice,common_voice_en_54520,"There, the alchemist separated the disk into four parts.",0,,
Common Voice,common_voice_en_18124998,"Worryingly, the radio signal became weaker.",0,,
Common Voice,common_voice_en_17329180,What idiot wrote this total drivel?,1,,
Common Voice,common_voice_en_20387428,"There is only one Bonapartist, Persigny - and he is mad!",1,,
Common Voice,common_voice_en_185112,"Save your sister a piece, or she will be mad.",0,,
Common Voice,common_voice_en_47632,Don't hurt my finger again.,0,,
Common Voice,common_voice_en_17385357,"Alice, who the fuck is Bob?",1,,
